label	title
稿件状态研判	编辑这是给的大修的机会吗?
期刊属性	Marc的cover letter
期刊属性	process safety  progress期刊有哪位投过,论文创新要求高吗??
期刊推荐	期刊
投稿方式	重投的审稿周期会不会比之前快?
投稿方式	ACS修改意见上传
期刊推荐	光谱、仪器类综述投稿
投稿方式	修改稿编辑让只上传clean version,但系统要求clean和带marked changes版本都上传?
期刊推荐	天然产物有哪些4区杂志
投稿方式	journal of the chemical society of pakistan
投稿方式	research square 已有doi还能撤回吗
稿件状态研判	Small期刊送审状态
稿件状态研判	返修8个月,编辑三个月都没给意见,该何去何从?
稿件状态研判	Decision Made 已经13天了,Scientific Repos到现在都没有给我发邮件
期刊推荐	sci四区化学类
投稿方式	精细化工投稿
稿件状态研判	proofs available for checking 没收到proofs邮件
稿件状态研判	Awaiting AE Recommendation三周了正常吗?
投稿方式	爱思维建议转投,免手续费,应该接受吗?
投稿方式	请问国内学报审稿都是双盲吗?
期刊推荐	请大家帮我选下哪些期刊比较好投?我是做图像处理的,激光图像,红外图像等等。
投稿方式	《计算机工程与应用》外审没有意见,主编审定已经三天了,有没有人知道怎么回事呀?
期刊属性	求助:elsevier的will appear soon能有多长时间?
期刊属性	铁道工程学报
期刊推荐	农残检测的文章想发个SCI,哪个杂志适合
期刊属性	BMC Veterinary Research
投稿方式	文章接收后,怎么上传cover image?
稿件状态研判	laser photonics review 投稿求助
期刊推荐	一篇关于方法及应用的英文文章,没投稿经验 想求各位推荐一下
期刊属性	Optics Communications期刊修改稿格式
期刊属性	Pending editor decision一般需要多久呢
期刊属性	SCI 期刊会查重吗?有重复率要求吗?
期刊属性	decision in process要多久?
投稿方式	投的中文期刊 投稿过程中期刊默认把通讯作者当成一作了怎么改?
稿件状态研判	composites pa b送审两周了!
期刊属性	食品与药品杂志审稿周期
稿件状态研判	nature
稿件状态研判	投稿中国食品学报
投稿方式	求解答 拒稿重投同一期刊special issue, 是走新稿件流程还是走拒稿重投的流程
期刊推荐	请问和《aquaculture international》期刊具有相同参考文献格式的期刊有哪些?
稿件状态研判	pest management science
投稿方式	wiley期刊投稿求助
审稿意见解读与回应	JEADV和JEADV Clinical Practice是啥关系?
稿件状态研判	传感器与微系统正常吗?
稿件状态研判	frontiers in pharmacology 两个审稿人同意接收,编辑拒稿
行业术语	如何翻译和理解a timeline with relevant data from the episode of care
投稿方式	投稿
期刊属性	请问,汽车安全与节能学报是一个什么水平的期刊
投稿方式	四作没收到confirmation
投稿方式	论文投稿with editor后,中间变了一次日期,然后直接就decision in process?
期刊推荐	sci期刊求助
写作交流	通讯邮箱可以填qq邮箱吗
稿件状态研判	Required reviews complete变Under review
价值判断	已发表论文格式问题
期刊推荐	非线性动力学方面期刊推荐
审稿意见解读与回应	composite pa a 出现这种邮件是什么意思?之前绝对没有投过,也没有一稿多投过
稿件状态研判	一审意见,不知道结果会如何,大神们的经验来看,结果会如何呢?
价值判断	俄罗斯杂志
投稿方式	机床与液压
期刊属性	《环境科学与管理》如何投稿
审稿意见解读与回应	被Optics Letters拒了,大家帮我看看这编辑的回信,重投OE有希望吗
写作交流	写通讯作者与该主题相关的出版物列表(Web of Science Indexed
期刊属性	投稿经验咨询
稿件状态研判	MDPI energies Under review 期间受到助理编辑邮件。
稿件状态研判	Ao复审审稿人同意审稿后一直没有消息是什么情况
投稿方式	普通sci
期刊属性	投稿IET Control Theory  Applications需要latex模板吗?word可以吗?
期刊推荐	太阳能热泵
稿件状态研判	屡投不中
投稿方式	节后第一天,特来寻求建议,关于7个月的投稿
稿件状态研判	论文状态显示“找审稿人”
期刊推荐	求教国内外好中的SCI、EI或CSCD(核心版)英文期刊,是深度学习、图像处理方向的
写作交流	对比两种手术方法病例术不多,用什么统计方法合理?
期刊属性	Ceification Form
投稿方式	家人们,我投的是微电子学与计算机期刊,给了2个审稿意见给我退稿了,我还能再投吗?
期刊推荐	有没有流程快的农业控制类SCI期刊推荐的?
期刊属性	激光杂志
稿件状态研判	论文一直发不出去怎么办?  进来看看
期刊属性	materials research express投稿
期刊推荐	投稿mdpi electronics被拒
期刊推荐	求助综述类EI期刊推荐
期刊推荐	投稿不知道选哪个期刊
投稿方式	Chemical Engineering Journal
期刊属性	Industria Textila和Autex Research Journal投稿周期
投稿方式	求咨询下Nature Nanotechnology的投稿经验
写作交流	PLOSone上面投稿的地图图片怎么解决。
投稿方式	journal of the electrochemistry society 投稿求助
投稿方式	science advances 修改稿因缺少一个作者的ORCID没法提交
稿件状态研判	当天with editor 第二天under review 三天后Required Reviews Completed是咋回事
投稿方式	小木虫私信
稿件状态研判	实验室研究与探索,这速度怕是要出事了吧?
期刊推荐	想投一篇近红外光谱、农业相关的SCI
期刊属性	最新中科院升级版分区,快公布了吧?
稿件状态研判	求问,这种情况拒搞还能再重投该期刊吗?
稿件状态研判	MOTL 的文章被拒了,有点疑惑
写作交流	elisivier proof 图片布局问题
稿件状态研判	有投制造业自动化的同学收到消息了吗
期刊推荐	小学基础教育类论文投稿求助
期刊推荐	关于土木SCI,中科院非预警
期刊推荐	复合材料投稿
投稿方式	Russian journal of physics chemistry A
期刊属性	求大佬告知
投稿方式	EI期刊提交修改稿后,发现还有数据需要修改,这时可以重新提交吗?
期刊推荐	有没有一个可以搜索SCI Special Issue的地方
投稿方式	ORCID ID
投稿方式	小论文的终审状态保持了两周多的时间怎么办?
投稿方式	中文论文可以同时投两个期刊吗?审稿太慢了...想提高点效率,不知有什么好办法
稿件状态研判	《环境工程技术学报》投稿咨询
期刊推荐	有没有小伙伴推荐个审稿较快,版面费不高的核心期刊
投稿方式	请问为什么看不到投稿状态了?
审稿意见解读与回应	编辑这是大修还是小修的意思?
稿件状态研判	实验室研究与探索期刊录用问题
投稿方式	中国农机化学报投稿
投稿方式	Advanced Functional Materials投稿
稿件状态研判	awaiting decision 一周多了,十分焦虑...
稿件状态研判	Frontiers in psychology 有一个审稿人二审的时候退出审稿
审稿意见解读与回应	请问一下大家,返修回答审稿人问题有啥基本原则和注意事项嘛
投稿方式	minor revision还要送给reviewer?
投稿方式	一篇文章用两种语言分投两个刊物算违规吗
期刊属性	water science and technologywater supply还是不是SCI?
投稿方式	想咨询一下COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY这个的投稿
稿件状态研判	哪位大神帮看看这个审稿状态啥意思, 第四次Awaiting Reviewer Assignment了!
投稿方式	论文返修近两个月还在under review是否应该催稿
投稿方式	电力建设投稿一周还未收稿
期刊推荐	农业类期刊求助
稿件状态研判	返修回一个半月一直 with editor
期刊属性	《电网技术》终审
审稿意见解读与回应	投稿IEEE ACCESS作者信息错误
期刊推荐	New Journal of Chemistry 要版面费吗
写作交流	自动化学报
稿件状态研判	Indoor air的投稿状态
投稿方式	IEEE Transactions on Power Electronics 投稿求助
投稿方式	与处理稿件的副主编联系三次都没有回音,直接联系期刊主编合适吗?
期刊推荐	求推荐环境领域期刊
期刊属性	食品与机械 期刊。外审通过后一直是编辑处理稿子,状态那里是待处理。请问要等多久?
期刊属性	能源领域实验结合理论计算类文章选期刊求助!
投稿方式	小虫投稿时,没法添加学科选项,求助网页如何设置
期刊属性	艾思学术上的会议论文保证ei检索靠谱吗
稿件状态研判	ijamt大修返回三个多月了
期刊属性	论文查重
稿件状态研判	投稿不到一周,状态已变成required reviews completed,什么意思
投稿方式	Algal research投稿求助
期刊属性	请问环境方面的jhm,stoten,chemosphere是ei吗
稿件状态研判	ScholarOne系统状态Under Review和Under review
写作交流	传统机器学习方法没有深度学习方法好
期刊属性	sci基金项目
投稿方式	Russiam journal of physical chemistryA审稿周期
稿件状态研判	中国安全科学学报进入主编终审半个月了 还在审 是不是凉了
投稿方式	energies投稿
价值判断	文章投稿
期刊属性	投稿求助(研究简报)
投稿方式	Biochemical Engineering Journal修改稿上传
投稿方式	追踪投稿状态,不停让claim yours ACS ID
投稿方式	投稿求助
投稿方式	投稿系统生成的pdf不包含manuscript内容
投稿方式	给国外期刊邮箱发邮件想撤
投稿方式	《特殊钢》期刊怎么投稿
稿件状态研判	<<计算机辅助设计与图形学学报>>投稿问题
期刊属性	投稿
期刊推荐	腐蚀综述文章投稿
稿件状态研判	生物技术通报投稿求助!有大神吗!快来!
投稿方式	中国中西医结合杂志投稿
期刊推荐	选择发文期刊困惑的问题,希望能够解答
稿件状态研判	稿件状态由编辑A处理审稿,变成编辑C处理稿子
投稿方式	准备投JGRAtmospheres的时候注册国别发现没有中国(China)?
期刊属性	JACS小修后要等多久?
写作交流	准备投IEEETASE,要求在摘要下边写一个note to practitioners,在latex里怎么加啊
写作交流	英文润色
期刊属性	有人投过Peer to peer networking and applications吗
稿件状态研判	《环境污染与防治》初审后直接进入等待责编处理,什么情况?没戏了么?哭
写作交流	投稿求助
投稿方式	请教ceramics international投稿流程
稿件状态研判	Covid19合作
期刊推荐	请问有没有什么土木工程材料相关的SCI推荐呀?
审稿意见解读与回应	论文修改稿上传时 要求解释为什么有多个通讯作者,如何解释
稿件状态研判	投稿记录消失
投稿方式	宇航学报投稿
投稿方式	HETEROCYCLES期刊投稿求助!?
期刊推荐	求推荐三四区的经济类SSCI
期刊推荐	生物材料主题,纺丝薄膜
投稿方式	在线等,挺急的
稿件状态研判	submitted to journal状态
稿件状态研判	文章外审完直接终审,这是什么操作?
审稿意见解读与回应	IJABE状态变为In Editing收到邮件如下是什么意思啊?
期刊属性	Eah  Environmental Science Research  Reviews期刊怎么样呢
投稿方式	nano letters副主编Vicki colvin
期刊推荐	plant physiology投稿状态under review但是monitoring editor还是not assigned
期刊推荐	图像分割方向,求审稿周期短的SCI期刊推荐
稿件状态研判	computer methods and programs in biomedicine 投稿
稿件状态研判	一审返修with editor
投稿方式	请问有近期投过《润滑与密封》这个期刊的朋友么?
期刊属性	中国大学教学投稿
期刊属性	Journal of Materials Research and Technology投稿国内1100刀版面费,要交多少税?
稿件状态研判	外审结束直接进入终审
期刊推荐	求推荐:岩土工程领域,国外比较好投的EI期刊
投稿方式	Modern physics letters B 论文接受问题
期刊推荐	求电化学锂电三区期刊
审稿意见解读与回应	后面这句什么意思啊???
期刊属性	有小伙伴知道frontiers in energy research, sma grids期刊吗?
稿件状态研判	催稿之后编辑回复了
期刊属性	请大佬帮忙查一下最新的基础版分区
投稿方式	投稿时 文章类型选错了怎么办呢 错选成综述了
期刊推荐	求推荐发表最快的环境生态类sci期刊
稿件状态研判	愿一切顺利
稿件状态研判	急急急地下空间与工程学报一直是副主编终审。
期刊推荐	求推荐期刊
期刊属性	cellulose大修多长时间有结果?
稿件状态研判	AEM修改后投稿一直revised manuscript submitted是怎么回事?
期刊属性	请问有人投过Journal of Nanoelectronics and Optoelectronics这个期刊吗
投稿方式	投稿爱思唯尔大修后二审,with editor十天后直接变Decision in Process快俩月了
投稿方式	兵器材料科学与工程投稿
稿件状态研判	小修后with editor一个月
投稿方式	ACS applied materials & interfaces 综述投稿求助
投稿方式	Research Square平台预印本
稿件状态研判	稿件状态为“外审”,但是稿件处理流程显示“稿件退审”
审稿意见解读与回应	如何回复英文杂志约稿邮件
稿件状态研判	,
审稿意见解读与回应	期刊申诉求助
期刊推荐	有什么比较快的SCI期刊推荐,人工智能,运筹学,计算机方面
期刊属性	电力系统保护与控制 审稿中
期刊属性	网络安全方向CCF B类期刊ACM Transactions on Privacy and Security投稿难度有多大?
稿件状态研判	Applied physics B lasers and optics投的文章!!急急各位大佬帮帮忙!!!
稿件状态研判	1 Reviewer(s) accepted 状态不变时间不断改变
期刊推荐	图像处理类EI期刊求推荐
稿件状态研判	审稿Peer review in process两个月直接为Awaiting Recommendation 凉凉吗要???
审稿意见解读与回应	编辑和审稿人这是啥意思?
投稿方式	一篇文章可以同时投会议和期刊吗
期刊属性	求问TNNLS投稿状态
期刊推荐	适合农业经济类论文发表的SCI或者SSCI期刊,求推荐
审稿意见解读与回应	审稿人的意见
投稿方式	ACS投稿系统里面的cover letter到底是哪一项?
价值判断	请问这个是什么意思?
投稿方式	被退稿是否还有回转余地?
期刊推荐	环境类综述投稿
稿件状态研判	IEEE Transactions on SMCA, Awaiting Decision
期刊推荐	求推荐双非无基金可以投的计算机类的CSCD期刊
投稿方式	Tsg改稿
期刊推荐	MOFs传感类,光谱类期刊求助
期刊属性	高分子通报
期刊属性	biotechnology letters 的手稿格式
稿件状态研判	require review complete
期刊属性	期刊论文修改增加作者,如何在cover letter中说明
期刊推荐	期刊推荐
稿件状态研判	投了篇中文EI,外审一天就回来部分意见,是不是挂了?
审稿意见解读与回应	ScholarOne投稿几个小时就是ADM,Under Review,之后无变化
期刊推荐	求助推荐国内sci,关于材料花状类的
期刊属性	向硅酸盐学报投稿需先交100元的审稿费?
稿件状态研判	论文大修改后一直with editor
期刊推荐	投稿求助
期刊推荐	请问有没有去除水中毒素的期刊推荐,审稿快,要求低
稿件状态研判	JHM投稿
期刊属性	《光电子激光》杂志求助
投稿方式	RSC advances投稿求助
稿件状态研判	AM投稿两周后,编辑发邮件问动物伦理号
投稿方式	爱斯维尔共同通讯的问题
投稿方式	Data Availability statement
稿件状态研判	实验技术与管理初审后直接进入终审,是不是意味着录用概率很大还是凉凉了?
期刊推荐	如何筛选比较合适的期刊或者会议
稿件状态研判	求助est投稿
投稿方式	二审发现审稿人弄错审稿意见后直接返修还是等待?
期刊属性	东南大学学报(自然科学版)终审一般多久呀?
行业术语	投稿JCP reviewer显示2+是啥意思
期刊属性	nonlinearity 这个期刊怎么样?
审稿意见解读与回应	Applied energy 评审求助
审稿意见解读与回应	SCI大修,友友们帮看审稿意见
写作交流	SCI论文查重
期刊推荐	钠电一区期刊投稿
稿件状态研判	IEEE TEVC给了revise and accept的状态
投稿方式	给oe期刊境外汇款
期刊属性	有没有被Assembly Automation这个杂志录取的。有问题请教下
期刊推荐	求推荐EI期刊
期刊推荐	投稿求助
期刊属性	ADVANCED ENGINEERING MATERIALS和Journal of Materials Science对比
稿件状态研判	Machining Science and Technology期刊投稿
投稿方式	author conflicts信息缺失怎么办呀!!
期刊推荐	高校教育类期刊有推荐的吗?
期刊属性	计算机仿真编审
期刊属性	急求Materials SciencePoland的期刊插入文献的endnote style
稿件状态研判	《化学教育》投稿咨询
审稿意见解读与回应	投JGCD,主编让改engineering note重投
投稿方式	sci校稿中链接打不开
投稿方式	springer 投稿求助
稿件状态研判	JGRSolid Eah 大修改回,直接Awaiting AE Recommendation,有人经历过这个状态吗
写作交流	文科量化论文求翻译润色
期刊属性	请问大家,编辑发邮件要的这个文件具体是什么?感谢
稿件状态研判	molecular catalysis投稿求助
投稿方式	可以用非通讯非一作的邮箱给期刊投稿吗?
投稿方式	论文小修可以加参考文献吗?
稿件状态研判	Journal of Hazardous Materials投稿
稿件状态研判	关于欧陶投稿周期——有没有近期向欧陶投稿的同道中人
投稿方式	with editor 21天,要催吗?
期刊属性	审稿
投稿方式	Frontiers Authors proof
期刊属性	JCP投稿图片格式
审稿意见解读与回应	期刊编辑二审给的
期刊属性	燃料化学学报
投稿方式	南方农业学报怎么了?
期刊属性	林业经济
投稿方式	关于MDPI修改如何提交
稿件状态研判	文章投稿疑问
期刊属性	CERAMICS INTERNATIONAL国陶收再生混凝土的论文吗
投稿方式	有没有中过journal of controlled release的大神,可否请教一下投稿经验呀
投稿方式	Springer期刊 论文online后 发现错误 还能修改吗
期刊属性	矿物学报的版面费多少钱?
投稿方式	Elsevier 修改稿 卡在了 Building PDF 一直刷新 无法转成PDF
稿件状态研判	电子测量技术修改后发表是没问题了吧?
期刊属性	Applied Surface Science投稿求助
稿件状态研判	Eah's Future两个月了还没送审
价值判断	硕士期间的文章博士期间投稿,新学校挂二单位有必要吗
期刊推荐	机械方向文章投稿交流
投稿方式	投稿Spinal cord杂志被多次退回,不知道原因出在哪里了
期刊属性	求JOURNAL OF MATERIALS SCIENCE的投稿word模板和cover letter,急急
期刊推荐	与“optic & laser technology”相似的二区及以上的期刊有哪些?
稿件状态研判	这是怎么回事?OL大修重投,送审但是一直没有审稿人同意审,编辑也不再找其他人?
投稿方式	我的总环投稿为什么提交界面没有变化呢?是因为通讯没有确认吗?
期刊属性	AFM投稿后,一般多久送审?
期刊推荐	钢铁材料letter期刊求助
期刊属性	chinese journal of chemical engineering
审稿意见解读与回应	大修
期刊推荐	推荐期刊(管科)
期刊属性	Advanced Materials Technologies 这个杂志怎么样 建议投吗?
投稿方式	SCI论文投稿能修改作者吗
稿件状态研判	投稿后网站状态一个月editor assigned,但是给编辑邮件他说已经under review?
稿件状态研判	under review 三天就decision in process了 大概率无了吗?接收了!
稿件状态研判	投稿
期刊属性	关于膜的小论文投稿
期刊属性	Materials letters可以有两个通讯作者吗?
稿件状态研判	周四早晨投了一篇文章到APS,现在还with the staff状态,咋回事?
期刊属性	COMPUTERAIDED DESIGN投稿模板格式
行业术语	FINALIZE PUBLISHING YOUR ARTICLE(已接受后要求)
稿件状态研判	mdpi据后再投
稿件状态研判	Required reviews completed 后又 under review
投稿方式	文章已发表,求合适的撤稿理由
期刊属性	有没有人投过《新能源进展》期刊的?
期刊属性	MDPI旗下sustainability期刊录用的话,用银联信用卡可以交费吗
投稿方式	民族药理学杂志投稿
期刊属性	Acta Biomaterialia 投稿周期多久?有没有推荐的编辑?
稿件状态研判	机械工程学报中文版,初审没给意见直接终审啥情况
投稿方式	岩石力学与工程学报复审
期刊属性	光谱学与光谱分析期刊—等待主编终审状态时长及论文录用概率
期刊推荐	核燃料循环专业能投哪些sci或者ei期刊
期刊属性	Journal of Molecular Structure
写作交流	红外光谱求助:吸附后峰值大大下降(物理吸附)
投稿方式	IEICE ELEX稿费支付失败
期刊属性	关于TGRS初审时间
写作交流	算不算学术不端
投稿方式	under review 一周后变成reviewer(s) invited
写作交流	回复power source杂志审稿意见,总是有个红色!有遇到过的吗?急死孩子了!
稿件状态研判	投稿IEEE TIM大修二审如果没有被自动拒稿是不是就相当于小修了
期刊推荐	生物质热解期刊
稿件状态研判	航空航天类SCI期刊排名统计20180729整理
审稿意见解读与回应	投稿Elsevier旗下期刊,关于interactive plot viewer和.csv文件的在线检测问题
写作交流	Central Aicle Tracking System论文在线校订稿被翻译成中文
稿件状态研判	投稿IOP旗下期刊一个月后awaiting decision后又变成awaiting referee repo
期刊推荐	食品类sci
期刊属性	山东化工
期刊属性	求一个《版权转让协议》模板
期刊推荐	比较好录用的 SCI 计算机方向期刊
审稿意见解读与回应	vacuum期刊编辑的审稿意见
期刊属性	Journal of Materials Research and Technology这个期刊如何?
写作交流	如何使用与未转化的原始方程拟合的非线性最小二乘法
期刊推荐	投稿求助
期刊推荐	软体机器人方向的二区期刊有哪些?
投稿方式	MICROPOROUS AND MESOPOROUS MATERIALS投稿要单独写补充材料吗?
价值判断	SAGE旗下期刊的版权问题
稿件状态研判	请问大家 Initial assessment 需要多久啊一般
期刊推荐	图像处理领域中的边缘检测可以投哪些比较快的期刊?
价值判断	新刊投稿值得吗
稿件状态研判	有没有人投电力系统自动化期刊的?
投稿方式	爱思维尔期刊投稿无法build PDF。
投稿方式	scientific repos 已经修回两次了,一个月了还没有消息,咋办呀
期刊属性	journal of ethnopharmacology民族药理学杂志
稿件状态研判	核心期刊版面费3万,你怎么看
稿件状态研判	IC投稿
期刊推荐	投稿求助,球推荐材料与催化3左右的期刊!蟹蟹!
审稿意见解读与回应	SNB投稿的技术评论字数页数问题
写作交流	请问被sensors的编辑拒稿的原因大致是什么?
投稿方式	Biochemistry投稿状态求助,是否应当给 副编辑主动发邮件
稿件状态研判	(帮朋友转)EMBC2022录用交流
投稿方式	《Industrial Lubrication and Tribology》太坑啦!
投稿方式	ACS catalysis投稿咨询
期刊属性	求ChemistryAn Asian Journal杂志格式
稿件状态研判	最近大家有投稿JACS的吗?
期刊属性	地质论评投稿
投稿方式	TaylorFrancis系统with journal administrator
期刊属性	CERAMICS INTERNATIONAL最新分区求助
投稿方式	ACS大修投稿上传错误
投稿方式	ORCID号一直关联不上
投稿方式	投稿求助
稿件状态研判	状态求助。
期刊推荐	环境类审稿快,最好投的SCI或EI英文杂志
期刊属性	请问sci期刊下的专刊会被sci检索吗
期刊属性	TPAMI和TKDE哪个水平更高,两者的难度怎么样
投稿方式	Elseiver校稿时问题
稿件状态研判	with editor
期刊推荐	有什么比较快的sci期刊推荐,英文,人工智能,运筹学,计算机方面
审稿意见解读与回应	审稿人尖锐的问题,如何回复?
写作交流	水量平衡方程中的深层渗漏项
投稿方式	杂志要求基因变异上传到LSDB,db SNP or ClinVar
期刊属性	有没有中华中医药杂志投稿的同学
稿件状态研判	reviews completed一般持续多久
期刊属性	《ACS NaNo》是不是只给通讯作者发信息?其他作者收不到任何信息?
期刊属性	期刊投稿交流
期刊推荐	建模仿真方面的英文期刊
审稿意见解读与回应	You indicated that you have associated data in a data repository这个是什么意思呢
期刊属性	Micromachines期刊投稿是按页数收费还是一篇固定多少钱?
稿件状态研判	EST投稿状态
投稿方式	请问Elesvier的投稿期刊网站每次更改密码,退出后重新登陆密码均不正确
期刊属性	《环境科学》投稿格式
稿件状态研判	投了journal of cleaner production,然后才看见查重那么严吗.
期刊推荐	以下哪个期刊比较好中
期刊属性	求一个最新的中信所SSCI分区
期刊属性	电力自动化设备审稿
期刊属性	外审一般要多久啊
期刊属性	JAFC编辑Jozef Kokini处理稿件速度很慢吗
投稿方式	论文重投同一个期刊要把之前拒稿时候审稿人的意见都回复吗?
期刊属性	《公路》期刊投稿
期刊推荐	有没有计算机、控制方向的热点?
期刊推荐	综述性期刊有哪些?
写作交流	AJE普通润色大概需要几天?
期刊属性	Neurorepo小修以后一般要等多久
投稿方式	Journal of computational neuroscience期刊
稿件状态研判	With EIC两个星期了
投稿方式	拒稿重新投别的期刊
稿件状态研判	审稿人已经complete,稿子却依然处于peer review状态
稿件状态研判	计算机仿真
审稿意见解读与回应	Track changes
稿件状态研判	with editor
稿件状态研判	《人文地理》复审退修录用的可能性大吗?
写作交流	如何测定葡萄糖中微量蛋白质的含量?不胜感激!
投稿方式	JAC投稿
期刊推荐	烟气脱硫方面
审稿意见解读与回应	投稿 Springer期刊,求助Author Contribution等
投稿方式	OL审稿人已经超期47天了
期刊属性	nano letters投稿
投稿方式	ieee systems journal一审之后加作者可以吗
投稿方式	新人求助!!关于未校稿online的文章格式有误
稿件状态研判	International journal of solids and structures( IJSS) 最近有人投稿吗
期刊推荐	投稿求助
稿件状态研判	Optics Letters审稿人complete后一周无动静
期刊属性	大佬们,软件导刊好投吗
投稿方式	angew投稿时的cover letter在哪个部分上传?
投稿方式	decision一般是谁做的决定?
投稿方式	sci投稿求助
投稿方式	TII (IEEE Transactions on Industrial Informatics)回复稿求助
投稿方式	SSR类文章能发SCI吗
投稿方式	我想知道怎么投稿
期刊推荐	石油与天然气化工
稿件状态研判	投稿状态求助
稿件状态研判	Composites pa A一审返修稿总是被退回,又没说原因
投稿方式	关于《控制理论与应用》修改说明
写作交流	关于论文中图片引用的版权问题
稿件状态研判	求应用化工投稿流程,最好投过的师兄师姐帮忙
投稿方式	投稿Elsevier旗下期刊,关于.csv文件的在线检测问题
期刊推荐	思政方向
期刊属性	请问食品工业科技目前还是中文核心吗
期刊属性	投的journal of biomaterials applications,2月底接收的期刊还没校稿。
投稿方式	请问UU们,sci更改作者后续邮件确认会只发给新增的作者么?
期刊属性	投稿中国食品学报有什么格式要求吗?
投稿方式	宇航学报稿件两轮修改后还会经历什么流程?大家遇到过吗?
投稿方式	Quality and Reliability Engineering International
投稿方式	投稿求助
投稿方式	ACS NANO 能作拒稿reargue吗
期刊推荐	SCI期刊推荐
稿件状态研判	acs ami投稿9天还是分配副编辑状态
审稿意见解读与回应	审稿意见%ATTACH_FOR_REVIEWER_DEEP_LINK_INSTRUCTIONS%
投稿方式	Techno Press投稿求助——论文信息查询不到
稿件状态研判	求问Nature Catalysis投稿情况
审稿意见解读与回应	Applied thermal engineering期刊审稿意见,求大神看下编辑意见啥意思
期刊属性	舰船科学技术
写作交流	请教下这样的图都是什么画图软件画出来的
投稿方式	论文投稿(图论)
期刊推荐	想要发表arvix,需要一个endorsement code  求大神帮助!!  经济方向类别的
稿件状态研判	文章没有送外审,但是Decision in Process一周多都没个结论
期刊属性	trends in analytical chemistry
投稿方式	Cyberpsychology, Behavior, and Social Networking的投稿经验
稿件状态研判	投稿《计算机辅助设计与图学学报》的问题
期刊属性	投稿问题    感谢大家的帮助
期刊属性	有发过勘误的小伙伴们吗
期刊属性	Dalton期刊投稿查重吗
稿件状态研判	投稿后with editor 30分钟就显示editor decision complete
写作交流	投了一篇到science of advanced materials
投稿方式	会议改投期刊求助
期刊属性	matter期刊定位
期刊属性	《计算机辅助设计与图形学学报》,一审修订时要求外加“修改说明函”,请问有模板吗?
稿件状态研判	Inorganic Chemistry Frontiers,四十多天还没消息,散币保平安
期刊属性	有投过 journal of power electronics 这一韩国SCI的吗?
期刊属性	《控制理论与应用》投稿交流
期刊推荐	坚果保鲜剂类英文投稿
期刊推荐	化学、材料、传感等领域,sci期刊有哪些比较好投,容易中啊,分区无所谓,谢谢
期刊属性	各位虫友,求投稿指南
审稿意见解读与回应	请大家帮助一下,编辑给的 major revise and fuher review 是啥意思?
投稿方式	投稿nature子刊未送审,但是没有收到拒稿信
价值判断	欣博盛小鼠ELISA试剂盒能够被SCI杂志认可吗?
写作交流	文章润色找什么机构
期刊推荐	深度学习 点云 求好发的中文核心期刊
投稿方式	求教,什么时候催稿合适,催稿信的写法
投稿方式	请教,PeerJ版面费怎么交
审稿意见解读与回应	投了一篇综述,请问一下这个审稿意见应该怎么修改?特别是第二点和第四点。
审稿意见解读与回应	请提供您在本研究中使用的所有假设
审稿意见解读与回应	MDPI投稿大修
投稿方式	如何在RSC投稿系统里为作者添加ORCID?
价值判断	物理类,PRL和NC比较,哪个的认可度更高一点
行业术语	Under review与Under Review区别
投稿方式	投稿
期刊推荐	综述
投稿方式	投稿scientific repos 现在状态显示copyright and license required
稿件状态研判	。。。。。。。。。
期刊属性	Elsevier论文的Latex模板怎么编译
期刊推荐	求期刊
期刊属性	Elsiver旗下的期刊查重率要求是多少呢?
投稿方式	爱斯维尔的期刊都需要所有作者点开邮箱链接进行确认吗?
投稿方式	请问需要这种情况怎么办呀
稿件状态研判	一审大修,二审十天后变成了decision in process,现在已经20天了,真的好慌啊
期刊推荐	管科方向哪些期刊的审稿周期比较短
期刊属性	期刊投稿周期
期刊属性	一般 small投稿多久会给消息
投稿方式	MDPI拒稿重投
投稿方式	Quantum information processing投稿
期刊推荐	plos one投稿15天了,还在editor invited
投稿方式	投稿求助 紧
期刊属性	polymers
期刊属性	J Phys Chem Lett这个刊物咋样?
期刊推荐	审稿周期短,见录用通知快的农业类核心
稿件状态研判	Awaiting AE Recommendation
投稿方式	Tax/GST/HST/VAT exemption/registration number如何处理?
投稿方式	投稿ChemElectroChem,要求填写Expects Data Sharing,求问各位大佬咋办,球球了
稿件状态研判	这种情况有戏吗?一个大修一个小修
稿件状态研判	论文大修后申请延期的问题求助
稿件状态研判	journal of ethnopharmacology投稿
稿件状态研判	功能材料期刊!!!
稿件状态研判	熟人
期刊属性	Colloids and Surfaces B投稿字数
期刊推荐	MOF 传感
期刊推荐	论文投稿求助
稿件状态研判	《包装工程》投稿状态由“评审已审回”变回“评审”
稿件状态研判	composites pa b
期刊属性	PLos one修回的revisions being processed一般需要多长时间啊
稿件状态研判	sci第一轮审稿意见
期刊推荐	材料相关ei国际会议
稿件状态研判	求助爱思唯尔的杂志
期刊推荐	天然药物化学方向求助大佬!
期刊属性	Materials SciencePoland 版权书
期刊推荐	选期刊
投稿方式	ACS投稿时,会出现link your ACS ID to ACS Paragon Plus的界面
投稿方式	投了期刊,一直没消息,可以申请撤稿吗
期刊推荐	求四区期刊推荐,保毕业啊,生化反应动力学
